date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20201120,MS,140429,24612,906991,,posNeg,1047420,965,7091,225,,99,,116683,A+,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,3642,7091,2020-11-19T00:00:00Z,1019601,,,115817,3215,427,,,48342,95,,,,,,,145992,,28,1638,0,1047420,1638,1047420,23,0,52927869145dec732a40d76da70ff4f2e0f28180,0,0,0,0,0,
20201120,MT,53293,,548382,,posNeg,601675,506,2252,,,,,30557,B,11/20/2020 01:59,2020-11-20T01:59:00Z,11/19 20:59,567,2252,2020-11-20T01:59:00Z,601675,,,53293,,,,,,,,,,,,,,,30,1475,4371,601675,5846,601675,6,31,59075b6148483556f802c2919cbfdd282d0039b8,0,0,0,0,0,
20201120,NC,328846,17074,4490183,,posNeg,4819029,1571,,415,,,,276132,A+,11/20/2020 13:10,2020-11-20T13:10:00Z,11/20 08:10,4979,,2020-11-20T13:10:00Z,4819029,,,311772,4854,125,,,,,,,,,,,84138,,37,3688,29078,4819029,32766,4819029,43,0,f9df9671360184da4e915f1050070232f6439b2f,0,0,0,0,0,
20201120,ND,70016,,263312,,totalTestEncountersViral,1005269,395,2390,45,385,,,59283,B,11/20/2020 01:59,2020-11-20T01:59:00Z,11/19 20:59,840,2390,2020-11-20T01:59:00Z,1054136,,,70016,834,6,1005269,333327,11378,818,10560,,,,,,,,38,1404,747,333328,9399,333328,39,52,933f757cde6eefe6f7fc4aae747ddfd431cc06af,0,0,0,0,0,
20201120,NE,109280,,582874,,totalTestsViral,1221265,983,3859,,,,,55885,A,11/19/2020 10:00,2020-11-19T10:00:00Z,11/19 05:00,854,3859,2020-11-19T10:00:00Z,1221265,125705,1094117,109280,,,,692494,,,,,,,,,,,31,2663,3703,692154,18151,692154,28,133,4119267864d3eb7b74f84ed79380c0f4648ec2d5,0,0,0,0,0,
20201120,NH,16797,,383009,,totalTestsViral,747056,108,827,,276,,,12201,B,11/20/2020 09:00,2020-11-20T09:00:00Z,11/20 04:00,507,827,2020-11-20T09:00:00Z,747056,,,16797,,,,399806,33775,,,32818,,,,2442,,,33,520,3803,399806,8994,399806,1,1,6bf134ecd90d6792ebf4f90b5a8bb3261a992cff,0,0,0,0,0,
20201120,NJ,297370,,5220330,,posNeg,5517700,2505,39825,452,,233,,40705,A,11/20/2020 00:00,2020-11-20T00:00:00Z,11/19 19:00,16712,39825,2020-11-20T00:00:00Z,5517700,,,297370,14900,1812,,,,,,,,,,,,,34,3626,43744,5517700,47370,5517700,23,177,d211d97445415dea23acaa4f041d46f223944dac,0,0,0,0,0,
20201120,NM,77098,,1356511,,posNeg,1433609,808,6011,,,,,28130,A,11/20/2020 17:50,2020-11-20T17:50:00Z,11/20 12:50,1325,6011,2020-11-20T17:50:00Z,1433609,,,77098,,,,,,,,,,,,,,,35,2982,9830,1433609,12812,1433609,23,46,e2c3777e795d139cc1d9504034efd01a64d29ec2,0,0,0,0,0,
20201120,NV,129714,,776680,,totalTestEncountersViral,1478163,1283,,271,,151,,,A,11/20/2020 00:00,2020-11-20T00:00:00Z,11/19 19:00,1982,,2020-11-20T00:00:00Z,1154583,,,129714,,,1478163,906394,,,,,,,,,,,32,1839,1382,906394,6399,906394,29,0,01f1095eb72aaf565c1cc67d9e55e3a83ffbd404,0,0,0,0,0,
20201120,NY,584850,,17006984,,totalTestEncountersViral,17591834,2348,89995,445,,205,,82766,B,11/19/2020 23:59,2020-11-19T23:59:00Z,11/19 18:59,26292,89995,2020-11-19T23:59:00Z,,,,584850,,,17591834,,,,,,,,,,,,36,5468,199998,17591834,205466,17591834,35,0,e17750ad70a0253974c813ea3d0d25a5449a1047,0,0,0,0,0,
20201120,OH,335423,17272,5208766,,posNeg,5544189,3936,23958,966,4360,488,,220281,A+,11/20/2020 14:00,2020-11-20T14:00:00Z,11/20 09:00,5955,23958,2020-11-20T14:00:00Z,5526917,,,318151,5578,377,,,,,,,,,,,,,39,8808,59646,5544189,68454,5544189,65,398,09209f5cc035f3eab22312c1349dbc5bc199a2fd,0,0,0,0,0,
20201120,OK,167261,,1739925,10220,posNeg,1907186,1428,11020,421,,,,134934,A+,11/20/2020 00:00,2020-11-20T00:00:00Z,11/19 19:00,1603,11020,2020-11-20T00:00:00Z,1917639,173518,1739925,167261,,,,,95129,5828,,,,,,,,,40,2921,13704,1917406,16625,1907186,15,184,7bf8703e6cc31d0d7997562580a13d68a244c897,0,0,0,0,0,
20201120,OR,62175,3009,931578,,posNeg,993753,458,3970,99,,38,,5870,A+,11/20/2020 03:01,2020-11-20T03:01:00Z,11/19 22:01,812,3970,2020-11-20T03:01:00Z,,,931578,59166,,,,990744,,,,,,,,,,,41,1302,7159,993753,8461,993753,4,35,5a9702da8a7daca39fc3947f77a6b6b09783c6a9,0,0,0,0,0,
20201120,PA,295786,19331,2648870,,posNeg,2944656,3162,,661,,351,,192260,A+,11/20/2020 12:00,2020-11-20T12:00:00Z,11/20 07:00,9689,,2020-11-20T12:00:00Z,5042736,,,276455,,,,2925325,,,,,,,,,,,42,6808,19343,2944656,26151,2944656,108,0,6d8923e2a2888d76dbc65eff28b755d26849cc3c,0,0,0,0,0,
20201120,PR,45335,1058,305972,,posNeg,351307,614,,99,,98,,38238,B,11/20/2020 00:00,2020-11-20T00:00:00Z,11/19 19:00,991,,2020-11-20T00:00:00Z,310546,7002,303412,44277,775,216,,,,37569,,,,,,,,,72,904,0,351307,904,351307,9,0,e9dd765b6e9141a7a6344452349ce40b16efe19d,0,0,0,0,0,
20201120,RI,48001,,452931,,totalTestEncountersViral,1416028,288,4046,24,,14,,3314,A+,11/20/2020 13:00,2020-11-20T13:00:00Z,11/20 08:00,1294,4046,2020-11-20T13:00:00Z,,60371,1355657,48001,,,1416028,500932,,,,,,,,,,,44,1050,3093,500932,14865,500932,6,33,8535c3f48082bd2e42280ebcc2df3a49a4137b0b,0,0,0,0,0,
20201120,SC,203161,12140,1989587,,posNeg,2192748,808,11455,203,,106,,105856,A+,11/19/2020 11:59,2020-11-19T11:59:00Z,11/19 06:59,4231,11455,2020-11-19T11:59:00Z,2180608,251760,1928848,191021,3949,282,,,86641,10574,76067,,,,,,183196,22461,45,2001,28620,2192748,30621,2192748,30,53,aaef4e4552fd3b07f88c5dae0554c090faf0ac2a,0,0,0,0,0,
20201120,SD,71070,4366,235799,,totalTestsPeopleViral,306869,574,3993,107,,56,,51922,A+,11/19/2020 14:00,2020-11-19T14:00:00Z,11/19 09:00,741,3993,2020-11-19T14:00:00Z,552150,,,66704,,,,306869,,,,,,,,,,,46,1328,2272,306869,3600,306869,36,71,357bbaabf9186426311f9a64fd64f5f4c41bcccb,0,0,0,0,0,
20201120,TN,331532,24640,3909016,,posNeg,4240548,2260,11502,589,,269,,287908,A+,11/20/2020 15:00,2020-11-20T15:00:00Z,11/20 10:00,4202,11502,2020-11-20T15:00:00Z,4215908,363892,3852016,306892,3872,330,,,,,,,,,,,242935,24677,47,3444,18472,4240548,21916,4240548,74,80,3cade6a88792efb8c58bb02a5dfb3aad5d99b2e0,0,0,0,0,0,
20201120,TX,1072698,,8714538,,posNeg,9787236,8164,,2214,,,,901943,A,11/20/2020 18:50,2020-11-20T18:50:00Z,11/20 13:50,20296,,2020-11-20T18:50:00Z,9787236,,,1072698,,,,,539765,55555,,,,,,,535673,45348,48,11815,118924,9787236,130739,9787236,183,0,bc0b163bc596a27de4ef9115de1ef566d2de5185,0,0,0,0,0,
20201120,UT,170584,,1077091,,totalTestsViral,1688789,554,7350,182,1384,,509,112356,A+,11/20/2020 10:16,2020-11-20T10:16:00Z,11/20 05:16,773,7350,2020-11-20T10:16:00Z,1688789,171125,1517664,158756,,,,1235847,,,,,,,79187,12515,168904,12983,49,4588,9757,1247675,21529,1247675,17,135,6b0d333a08609f49d5665f32e7b7ebe6eb5721f3,0,0,0,0,0,
20201120,VA,213331,21360,2843661,351,totalTestEncountersViral,3035632,1510,13914,318,,133,,22946,A+,11/20/2020 17:00,2020-11-20T17:00:00Z,11/20 12:00,3912,13914,2020-11-20T17:00:00Z,,228050,,191971,3605,307,3035632,,,,,,,,,,,,51,2544,26356,3057343,28171,3056992,16,99,9bd6d3163d532475b31478bf04cc0808752deb60,0,0,0,0,0,
20201120,VI,1482,,25609,83,posNeg,27091,,,,,,,1393,D,11/20/2020 06:45,2020-11-20T06:45:00Z,11/20 01:45,23,,2020-11-20T06:45:00Z,27174,,,,23,,,,,,,,,,,,,,78,13,138,27174,151,27091,0,0,f980e7e85d94dc89f0fa64a4eba7da66fb549725,0,0,0,0,0,
20201120,VT,3639,,203557,,totalTestsViral,497906,22,,1,,,,2205,B,11/19/2020 23:59,2020-11-19T23:59:00Z,11/19 18:59,62,,2020-11-19T23:59:00Z,497906,,,3459,62,,,209771,,,,,,,,,,,50,88,1173,207196,5041,207196,1,0,fcb014ae75906103b230822ac1323a1336c0d0e4,0,0,0,0,0,
20201120,WA,137411,,2719063,,totalTestEncountersViral,2856474,715,9653,,,94,,,B,11/19/2020 02:59,2020-11-19T02:59:00Z,11/18 21:59,2603,9653,2020-11-19T02:59:00Z,,,,137411,2603,,2856474,,,,,,,,,,,,53,1987,19015,2856474,21002,2856474,11,31,c414c541ea6e632f6a2c30b89cfeae683ab21c31,0,0,0,0,0,
20201120,WI,365190,20245,2062191,168,totalTestEncountersViral,4082743,2076,15526,441,1729,,,266280,A+,11/20/2020 00:00,2020-11-20T00:00:00Z,11/19 19:00,3091,15526,2020-11-20T00:00:00Z,,,,344945,2954,137,4082743,2407136,,,,,,,,,,,55,7077,12665,2427549,50551,2427381,81,190,07a3b8408b180004afc6941ea1e342b337c158a9,0,0,0,0,0,
20201120,WV,38480,4812,955892,,posNeg,994372,402,,120,,51,,25664,B,11/19/2020 23:59,2020-11-19T23:59:00Z,11/19 18:59,639,,2020-11-19T23:59:00Z,989560,,,33668,609,30,,,20185,,,,,,,,,,54,1081,15752,994372,16833,994372,16,0,773dc35585d5f972ca1ef6da764c51cb40c39f63,0,0,0,0,0,
20201120,WY,27129,3782,131788,,totalTestsViral,380669,219,653,,,,,16316,B,11/20/2020 00:00,2020-11-20T00:00:00Z,11/19 19:00,176,653,2020-11-20T00:00:00Z,380669,26936,353733,23347,,,,155135,,,,,,,,,,,56,960,1658,158917,4546,158917,0,24,36c61ad69ab45cf0cafcc537a39865d74e1d4af5,0,0,0,0,0,
20201119,AK,24909,,873890,,totalTestsViral,898799,139,593,,,14,,7165,A,11/19/2020 03:59,2020-11-19T03:59:00Z,11/18 22:59,101,593,2020-11-19T03:59:00Z,898799,29798,868482,,101,,,,,,,,,,,,,,02,490,12751,898799,13241,898799,1,9,dd60caa3c0b65aa928204156ef405a95116f3f03,0,0,0,0,0,
20201119,AL,225910,36449,1307256,,totalTestsPeopleViral,1496717,1315,23295,,2182,,1261,90702,A,11/19/2020 11:00,2020-11-19T11:00:00Z,11/19 06:00,3419,23295,2020-11-19T11:00:00Z,,,,189461,3123,296,,1496717,,,,68847,,,,,,,01,2424,13211,1533166,15049,1533166,72,207,f51a7af00ba77f54ed06dcb08f38406c6a16f8fa,0,0,0,0,0,
20201119,AR,139855,15690,1428285,,totalTestsViral,1552450,891,8268,353,,143,925,120545,A+,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,2297,8268,2020-11-19T00:00:00Z,1552450,,1428285,124165,2105,192,,,,,,,,,107231,18437,21856,3300,05,2238,12983,1568140,14667,1568140,22,129,8ca359447ae7bab1f2e5eaeb289490965cf28771,0,0,0,0,0,
20201119,AS,0,,1988,,totalTestsViral,1988,,,,,,,,D,11/17/2020 00:00,2020-11-17T00:00:00Z,11/16 19:00,0,,2020-11-17T00:00:00Z,1988,,,0,,,,,,,,,,,,,,,60,0,0,1988,0,1988,0,0,a3db3ea99e15c86fc55bc0d278d1825fd8df8b8b,0,0,0,0,0,
20201119,AZ,287225,8007,1758070,,totalTestsPeopleViral,2037288,1796,23871,433,,227,,46951,A+,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,6384,23871,2020-11-19T00:00:00Z,,,,279218,5919,465,,2037288,354092,,,,,,,,,,04,4123,14417,2045295,18293,2045295,19,398,fc27e6778ec35cea5ba9210f08a9d7bda1a31692,0,0,0,0,0,
20201119,CA,1059267,,20493261,,totalTestsViral,21552528,5319,,1253,,,,,B,11/19/2020 02:59,2020-11-19T02:59:00Z,11/18 21:59,18466,,2020-11-19T02:59:00Z,21552528,,,1059267,,,,,,,,,,,,,,,06,11478,122507,21552528,133985,21552528,106,0,450bf674ec9c4f2d901eb42f90b5d26884b1368c,0,0,0,0,0,
20201119,CO,182801,9148,1363706,,totalTestEncountersViral,2695700,1593,11980,,,,,10392,A,11/19/2020 01:59,2020-11-19T01:59:00Z,11/18 20:59,2350,11980,2020-11-19T01:59:00Z,,,,173653,,,2695700,1537359,194983,15141,179842,,,,,,,,08,6107,20132,1546507,55085,1546507,26,178,76b412bb57943bf3b7a664609e0c0ee05490b6fc,0,0,0,0,0,
20201119,CT,99381,6756,2797899,,posNeg,2897280,840,12257,,,,,9800,C,11/18/2020 20:30,2020-11-18T20:30:00Z,11/18 15:30,4805,12257,2020-11-18T20:30:00Z,2890524,,,92625,3862,943,,,,,,,,,,,26512,,09,2353,34243,2897280,36596,2897280,21,0,589edb7c56431acd0bfcf6e863ac8c2661f42fcd,0,0,0,0,0,
20201119,DC,19678,,588156,,totalTestEncountersViral,607834,127,,34,,10,,14589,A+,11/18/2020 00:00,2020-11-18T00:00:00Z,11/17 19:00,667,,2020-11-18T00:00:00Z,,,,,,,607834,282214,,,,,,,,,,,11,213,6209,607834,6422,607834,2,0,a457dbe12d9bdc27744652167d328fead561304e,0,0,0,0,0,
20201119,DE,30153,1293,358868,,totalTestEncountersViral,643342,165,,30,,,,15435,A+,11/18/2020 18:00,2020-11-18T18:00:00Z,11/18 13:00,742,,2020-11-18T18:00:00Z,,31161,,28860,652,90,643342,389021,,,,,,,,,,,10,398,1950,389021,1216,389021,0,0,0ad84bb3646b5aa102889d4f64f9cdffa756917e,0,0,0,0,0,
20201119,FL,901234,62684,5854290,5328,totalTestEncountersViral,11348596,3380,53519,,,,,,A,11/18/2020 23:59,2020-11-18T23:59:00Z,11/18 18:59,18030,53519,2020-11-18T23:59:00Z,10095680,1163367,8883148,838550,18030,,11348596,6755524,604369,64112,539858,587789,62540,524946,,,,,12,8882,41643,6760852,110691,6755524,81,236,0fad2f929f916f497b5a1965552c836198b4fe8d,0,0,0,0,0,
20201119,GA,396641,,3614035,,totalTestsViral,4010676,2142,33778,,6327,,,,A+,11/19/2020 14:50,2020-11-19T14:50:00Z,11/19 09:50,9102,33778,2020-11-19T14:50:00Z,4010676,371101,,396641,8569,533,,,350070,33421,,,,,,40515,,,13,2751,32856,4010676,35607,4010676,37,111,7d445485fbd957f114de5455e9875f26c1e8c26e,0,0,0,0,0,
20201119,GU,6416,121,72972,,posNeg,79388,57,,14,,8,,4423,A,11/19/2020 06:30,2020-11-19T06:30:00Z,11/19 01:30,101,,2020-11-19T06:30:00Z,79267,,,6295,,,,,212,8,,,,,,,1084,111,66,70,258,79388,328,79388,1,0,29a19913c7d88b3743baecf3aa729d98c7143d84,0,0,0,0,0,
20201119,HI,17081,240,295153,,totalTestEncountersViral,612615,77,1219,23,,13,,11958,B,11/18/2020 05:59,2020-11-18T05:59:00Z,11/18 00:59,223,1219,2020-11-18T05:59:00Z,,16812,,16841,,,612615,308090,,,,,,,,,,,15,107,0,312234,5253,312234,0,9,10820e87a9def2d7c2513769129210a80a54430a,0,0,0,0,0,
20201119,IA,178313,,833163,,posNeg,1011476,1516,,286,,135,,112778,A+,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,2106,,2020-11-19T00:00:00Z,,,,178313,,,,1013482,,,,72445,4407,67998,122918,21351,,,19,3474,4016,1011476,7490,1011476,40,0,427629932466ddddbca47e4feb1acaf0b2710ad0,0,0,0,0,0,
20201119,ID,86435,12595,366515,,totalTestsPeopleViral,440355,389,3312,84,635,,,36339,A,11/18/2020 19:00,2020-11-18T19:00:00Z,11/18 14:00,812,3312,2020-11-18T19:00:00Z,608512,,,73840,746,66,,440355,,,,,,,,,24306,,16,1310,3247,452950,4322,452950,14,58,7b0e504cc9df40c481dcd090dd9a884601ce618d,0,0,0,0,0,
20201119,IL,621383,6259,8851291,,posNeg,9472674,6037,,1192,,587,,,A,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,11648,,2020-11-19T00:00:00Z,9472674,,,447491,11178,470,,,,,,,,,,,,,17,14612,98835,9472674,113447,9472674,180,0,e0f1aa16c3d3852afe091ce89fac95aa70c5c9ba,0,0,0,0,0,
20201119,IN,275503,,1734260,,totalTestsViral,3725334,3063,22160,854,4129,269,,159413,A+,11/18/2020 23:59,2020-11-18T23:59:00Z,11/18 18:59,5143,22160,2020-11-18T23:59:00Z,3725334,253606,,,4889,254,,2009763,,,,,,,,,,,18,7281,13026,2009763,57285,2009763,59,423,4b446f32f621c66876765bb072ccf9174caece9c,0,0,0,0,0,
20201119,KS,128594,,619667,,posNeg,748261,1039,4561,253,1241,95,364,3067,A+,11/18/2020 10:00,2020-11-18T10:00:00Z,11/18 05:00,1326,4561,2020-11-18T10:00:00Z,,,,,,,,748261,,,,,,,,,,,20,0,0,748261,0,748261,0,0,a7b484b4215e1d7521c3386d110a807e0472ac8b,0,0,0,0,0,
20201119,KY,148390,25709,2206714,,totalTestsViral,2329395,1550,9163,358,2303,199,,25437,B,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,1742,9163,2020-11-19T00:00:00Z,2329395,,,122681,1701,41,,,91036,,,,,,,,99337,,21,3637,32682,2355104,35701,2355104,30,111,b27271865092b1a50dd52a1e0ef8ad35fd155966,0,0,0,0,0,
20201119,LA,211966,9223,2899661,,posNeg,3111627,929,,,,88,,185960,A,11/19/2020 13:00,2020-11-19T13:00:00Z,11/19 08:00,6199,,2020-11-19T13:00:00Z,3102404,,,202743,5951,248,,,,,,,,,,,82227,,22,2052,23726,3111627,25778,3111627,15,0,29980a244fd20ca421ef7c714989a11423817f30,0,0,0,0,0,
20201119,MA,198550,6500,2924858,,totalTestsViral,7576974,917,13817,181,,75,,145682,A+,11/19/2020 08:00,2020-11-19T08:00:00Z,11/19 03:00,10435,13817,2020-11-19T08:00:00Z,7576974,243281,,192050,10204,231,,3116908,,,,130696,12007,,237534,,,,25,2682,19418,3123408,92139,3123408,28,229,84f1e4b3593f8d8f413e3749f13e8ea1ea4d4247,0,0,0,0,0,
20201119,MD,174733,,1994775,,totalTestsViral,3998070,1192,19134,260,,,,8441,A,11/19/2020 10:00,2020-11-19T10:00:00Z,11/19 05:00,4372,19134,2020-11-19T10:00:00Z,3998070,209359,,174733,4220,152,,2169508,,,,155805,14868,140937,,,,,24,2910,17263,2169508,43963,2169508,21,175,b306cf1c60e123d57cea58a6084438054c92dcfd,0,0,0,0,0,
20201119,ME,9734,1002,778615,,posNeg,788349,88,613,35,,12,,7403,A+,11/18/2020 23:59,2020-11-18T23:59:00Z,11/18 18:59,171,613,2020-11-18T23:59:00Z,787347,11022,775851,8732,170,1,,,12534,384,12138,,,,,,1099,93,23,215,12765,788349,12980,788349,1,13,793abe1cf3d06471ef361af6c58738a368a61ee9,0,0,0,0,0,
20201119,MI,311041,25643,5681886,,posNeg,5992927,3824,,843,,400,,138862,A+,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,8717,,2020-11-19T00:00:00Z,6051723,369837,5681886,285398,8324,393,,,352058,,,,,,,,,,26,7983,62253,5992927,70236,5992927,144,0,69ada6a5e29b68ae5508da699f4a91d4522ea475,0,0,0,0,0,
20201119,MN,249906,3679,1986910,,totalTestEncountersViral,3534745,1751,14171,367,3346,,,198365,A,11/18/2020 17:00,2020-11-18T17:00:00Z,11/18 12:00,3082,14171,2020-11-18T17:00:00Z,,,,246227,3029,53,3534745,2233137,,,,,,,,,66452,,27,7863,21144,2236816,55821,2236816,72,279,6a9a036f597b699964309e57d2ef0c883f23219f,0,0,0,0,0,
20201119,MO,257822,,1454887,,totalTestsViral,2865173,2588,,608,,310,,,A+,11/19/2020 00:59,2020-11-19T00:59:00Z,11/18 19:59,3507,,2020-11-19T00:59:00Z,2865173,287179,2572460,257822,,,,1712709,91286,6903,84180,86885,3618,71709,54893,,92097,13603,29,4349,5884,1712709,20181,1712709,30,0,46f29079983d967ab9d6e404992f10c467634eaa,0,0,0,0,0,
20201119,MP,103,,16467,,posNeg,16570,,4,,,,,29,D,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,2,4,2020-11-19T00:00:00Z,23472,,,103,2,,,16567,,,,,,,,,,,69,0,0,16570,0,16570,0,0,30301e7281e7f3dce38ba65750725058ed7d4a04,0,0,0,0,0,
20201119,MS,138791,23903,906991,,posNeg,1045782,926,7091,222,,103,,116683,A+,11/18/2020 00:00,2020-11-18T00:00:00Z,11/17 19:00,3619,7091,2020-11-18T00:00:00Z,1019601,,,114888,3195,424,,,48342,95,,,,,,,145992,,28,1395,0,1045782,1395,1045782,18,0,0bc773a134b9eec89690a170490ab95fedb96e45,0,0,0,0,0,
20201119,MT,51818,,544011,,posNeg,595829,482,2221,,,,,30477,B,11/19/2020 01:59,2020-11-19T01:59:00Z,11/18 20:59,561,2221,2020-11-19T01:59:00Z,595829,,,51818,,,,,,,,,,,,,,,30,1236,3187,595829,4423,595829,0,19,718c191559295c9afebb0d029ecf9be6a0eee90f,0,0,0,0,0,
20201119,NC,325158,16610,4461105,,posNeg,4786263,1538,,395,,,,276132,A+,11/19/2020 12:15,2020-11-19T12:15:00Z,11/19 07:15,4936,,2020-11-19T12:15:00Z,4769653,,,308548,4814,122,,,,,,,,,,,81125,,37,4296,50796,4786263,55092,4786263,38,0,819d75256ec9bda55322f7139dfcb90b1ec564db,0,0,0,0,0,
20201119,ND,68612,,262565,,totalTestEncountersViral,995870,387,2338,46,381,,,57686,B,11/19/2020 01:59,2020-11-19T01:59:00Z,11/18 20:59,801,2338,2020-11-19T01:59:00Z,1043959,,,68612,795,6,995870,331169,11378,818,10560,,,,,,,,38,1382,885,331177,9530,331177,10,31,a1a4b9f78853377211085e2ecff6623c2a2bcbb0,0,0,0,0,0,
20201119,NE,106617,,579171,,totalTestsViral,1203114,961,3726,,,,,55037,A,11/18/2020 08:00,2020-11-18T08:00:00Z,11/18 03:00,826,3726,2020-11-18T08:00:00Z,1203114,122779,1078907,106617,,,,686122,,,,,,,,,,,31,2812,3991,685788,21919,685788,10,0,7af0cd111563296e131431d12fc5f7fbc3de1421,0,0,0,0,0,
20201119,NH,16277,,379206,,totalTestsViral,738062,98,826,,276,,,11765,B,11/19/2020 09:00,2020-11-19T09:00:00Z,11/19 04:00,506,826,2020-11-19T09:00:00Z,738062,,,16277,,,,395483,33709,,,32761,,,,,,,33,528,3804,395483,8916,395483,2,4,d21e7664919899c1283fb75ccf66f9bc8ccb18fe,0,0,0,0,0,
20201119,NJ,293744,,5176586,,posNeg,5470330,2471,39648,456,,216,,40415,A,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,16689,39648,2020-11-19T00:00:00Z,5466148,,,293744,14877,1812,,,,,,,,,,,,,34,4182,0,5470330,4182,5470330,34,400,c39b170b9d6264d248bdf480ab1b4cdf8ce38e8d,0,0,0,0,0,
20201119,NM,74116,,1346681,,posNeg,1420797,774,5965,,,,,27659,A,11/19/2020 17:54,2020-11-19T17:54:00Z,11/19 12:54,1302,5965,2020-11-19T17:54:00Z,1420797,,,74116,,,,,,,,,,,,,,,35,3665,7309,1420797,10974,1420797,12,90,51fb2b85fcbf08d5d31a9c62dc4a88453ff569d4,0,0,0,0,0,
20201119,NV,127875,,775298,,totalTestEncountersViral,1471764,1288,,261,,150,,,A,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,1953,,2020-11-19T00:00:00Z,1154583,,,127875,,,1471764,903173,,,,,,,,,,,32,2416,4986,903173,17023,903173,6,0,762f68e24e583c9a01f0ffe5723c9d04b9520785,0,0,0,0,0,
20201119,NY,579382,,16806986,,totalTestEncountersViral,17386368,2276,89995,437,,200,,82507,B,11/18/2020 23:59,2020-11-18T23:59:00Z,11/18 18:59,26257,89995,2020-11-18T23:59:00Z,,,,579382,,,17386368,,,,,,,,,,,,36,5310,189929,17386368,195239,17386368,32,0,568f368e53c3fb4963a7f13f544c563b5b7aa9b4,0,0,0,0,0,
20201119,OH,326615,16512,5149120,,posNeg,5475735,3829,23560,943,4318,479,,216619,A+,11/19/2020 14:00,2020-11-19T14:00:00Z,11/19 09:00,5890,23560,2020-11-19T14:00:00Z,5459223,,,310103,5522,368,,,,,,,,,,,,,39,7787,97043,5475735,104830,5475735,63,343,481e23f14d7e27fad1e5fe1e9e0e9856cd64894a,0,0,0,0,0,
20201119,OK,164340,,1726221,8601,posNeg,1890561,1381,10836,389,,,,132268,A+,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,1588,10836,2020-11-19T00:00:00Z,1902220,171369,1726221,164340,,,,,93221,5545,,,,,,,,,40,2915,18705,1899162,21620,1890561,18,149,bec7dd182d4d541a951a311304df798d9b18b4f7,0,0,0,0,0,
20201119,OR,60873,2958,924419,,posNeg,985292,497,3935,107,,41,,5870,A+,11/19/2020 03:01,2020-11-19T03:01:00Z,11/18 22:01,808,3935,2020-11-19T03:01:00Z,,,924419,57915,,,,982334,,,,,,,,,,,41,1204,7238,985292,8442,985292,20,47,d0fec414ef2f8070b4e660e108fb582826cae4a7,0,0,0,0,0,
20201119,PA,288978,18655,2629527,,posNeg,2918505,2952,,659,,318,,190725,A+,11/19/2020 12:00,2020-11-19T12:00:00Z,11/19 07:00,9581,,2020-11-19T12:00:00Z,4982108,,,270323,,,,2899850,,,,,,,,,,,42,7126,20541,2918505,27667,2918505,116,0,9c74f2adaf97cf06e333f8f4c64a26d069859278,0,0,0,0,0,
20201119,PR,44431,1028,305972,,posNeg,350403,573,,92,,78,,37327,B,11/19/2020 00:00,2020-11-19T00:00:00Z,11/18 19:00,982,,2020-11-19T00:00:00Z,310546,7002,303412,43403,767,215,,,,37240,,,,,,,,,72,521,0,350403,521,350403,11,0,5b04bdf0632037dcf178bae673a27c2d9d9717ac,0,0,0,0,0,
20201119,RI,46951,,449838,,totalTestEncountersViral,1401163,298,4013,26,,13,,3277,A+,11/19/2020 13:00,2020-11-19T13:00:00Z,11/19 08:00,1288,4013,2020-11-19T13:00:00Z,,59188,1341975,46951,,,1401163,496789,,,,,,,,,,,44,1040,2678,496789,16598,496789,4,60,ce66782b8ef7d13b1b809ae75ad494ac6496ab62,0,0,0,0,0,
